"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.17950","OTU9717950","OTU_97.17950|Actinomyces","Actinomyces","anaerobic"
"OTU_97.17953","OTU9717953","OTU_97.17953|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.17957","OTU9717957","OTU_97.17957|Prevotella","Prevotella","anaerobic"
"OTU_97.17958","OTU9717958","OTU_97.17958|Prevotella","Prevotella","anaerobic"
"OTU_97.17960","OTU9717960","OTU_97.17960|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.17961","OTU9717961","OTU_97.17961|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.17966","OTU9717966","OTU_97.17966|Tannerella","Tannerella","anaerobic"
"OTU_97.17967","OTU9717967","OTU_97.17967|Actinomyces","Actinomyces","anaerobic"
"OTU_97.17974","OTU9717974","OTU_97.17974|Prevotella","Prevotella","anaerobic"
"OTU_97.17977","OTU9717977","OTU_97.17977|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.17979","OTU9717979","OTU_97.17979|Granulicatella","Granulicatella","anaerobic"
"OTU_97.1798","OTU971798","OTU_97.1798|NA",NA,NA
"OTU_97.17981","OTU9717981","OTU_97.17981|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.17988","OTU9717988","OTU_97.17988|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.17989","OTU9717989","OTU_97.17989|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.17990","OTU9717990","OTU_97.17990|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.17991","OTU9717991","OTU_97.17991|Prevotella","Prevotella","anaerobic"
"OTU_97.17993","OTU9717993","OTU_97.17993|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.17997","OTU9717997","OTU_97.17997|Treponema","Treponema","anaerobic"
"OTU_97.18","OTU9718","OTU_97.18|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.180","OTU97180","OTU_97.180|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.1800","OTU971800","OTU_97.1800|Prevotella","Prevotella","anaerobic"
"OTU_97.18000","OTU9718000","OTU_97.18000|NA",NA,NA
"OTU_97.18001","OTU9718001","OTU_97.18001|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18006","OTU9718006","OTU_97.18006|TG5","TG5",NA
"OTU_97.18009","OTU9718009","OTU_97.18009|Lactobacillus","Lactobacillus","facultative_anaerobic"
"OTU_97.1801","OTU971801","OTU_97.1801|Granulicatella","Granulicatella","anaerobic"
"OTU_97.18012","OTU9718012","OTU_97.18012|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18013","OTU9718013","OTU_97.18013|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18016","OTU9718016","OTU_97.18016|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18020","OTU9718020","OTU_97.18020|Prevotella","Prevotella","anaerobic"
"OTU_97.18023","OTU9718023","OTU_97.18023|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18024","OTU9718024","OTU_97.18024|NA",NA,NA
"OTU_97.18026","OTU9718026","OTU_97.18026|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1803","OTU971803","OTU_97.1803|Treponema","Treponema","anaerobic"
"OTU_97.18031","OTU9718031","OTU_97.18031|NA",NA,NA
"OTU_97.18034","OTU9718034","OTU_97.18034|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18035","OTU9718035","OTU_97.18035|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18038","OTU9718038","OTU_97.18038|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18039","OTU9718039","OTU_97.18039|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18040","OTU9718040","OTU_97.18040|Prevotella","Prevotella","anaerobic"
"OTU_97.18041","OTU9718041","OTU_97.18041|NA",NA,NA
"OTU_97.18042","OTU9718042","OTU_97.18042|Neisseria","Neisseria","aerobic"
"OTU_97.18044","OTU9718044","OTU_97.18044|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18045","OTU9718045","OTU_97.18045|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18047","OTU9718047","OTU_97.18047|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18048","OTU9718048","OTU_97.18048|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18053","OTU9718053","OTU_97.18053|Prevotella","Prevotella","anaerobic"
"OTU_97.18055","OTU9718055","OTU_97.18055|Prevotella","Prevotella","anaerobic"
"OTU_97.18060","OTU9718060","OTU_97.18060|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18065","OTU9718065","OTU_97.18065|Prevotella","Prevotella","anaerobic"
"OTU_97.18068","OTU9718068","OTU_97.18068|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18069","OTU9718069","OTU_97.18069|Selenomonas","Selenomonas","anaerobic"
"OTU_97.1807","OTU971807","OTU_97.1807|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18070","OTU9718070","OTU_97.18070|Veillonella","Veillonella","anaerobic"
"OTU_97.18071","OTU9718071","OTU_97.18071|NA",NA,NA
"OTU_97.18077","OTU9718077","OTU_97.18077|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.18085","OTU9718085","OTU_97.18085|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18086","OTU9718086","OTU_97.18086|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.18088","OTU9718088","OTU_97.18088|NA",NA,NA
"OTU_97.18089","OTU9718089","OTU_97.18089|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18090","OTU9718090","OTU_97.18090|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18091","OTU9718091","OTU_97.18091|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18095","OTU9718095","OTU_97.18095|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18096","OTU9718096","OTU_97.18096|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18097","OTU9718097","OTU_97.18097|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18099","OTU9718099","OTU_97.18099|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.181","OTU97181","OTU_97.181|Cardiobacterium","Cardiobacterium","aerobic"
"OTU_97.1811","OTU971811","OTU_97.1811|Tannerella","Tannerella","anaerobic"
"OTU_97.18110","OTU9718110","OTU_97.18110|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18116","OTU9718116","OTU_97.18116|Prevotella","Prevotella","anaerobic"
"OTU_97.18117","OTU9718117","OTU_97.18117|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18118","OTU9718118","OTU_97.18118|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18119","OTU9718119","OTU_97.18119|Prevotella","Prevotella","anaerobic"
"OTU_97.18120","OTU9718120","OTU_97.18120|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18124","OTU9718124","OTU_97.18124|Prevotella","Prevotella","anaerobic"
"OTU_97.18127","OTU9718127","OTU_97.18127|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1813","OTU971813","OTU_97.1813|Lautropia","Lautropia","aerobic"
"OTU_97.18132","OTU9718132","OTU_97.18132|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18138","OTU9718138","OTU_97.18138|NA",NA,NA
"OTU_97.18139","OTU9718139","OTU_97.18139|Veillonella","Veillonella","anaerobic"
"OTU_97.18140","OTU9718140","OTU_97.18140|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18141","OTU9718141","OTU_97.18141|Veillonella","Veillonella","anaerobic"
"OTU_97.18142","OTU9718142","OTU_97.18142|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18145","OTU9718145","OTU_97.18145|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18146","OTU9718146","OTU_97.18146|Selenomonas","Selenomonas","anaerobic"
"OTU_97.1815","OTU971815","OTU_97.1815|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18150","OTU9718150","OTU_97.18150|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18152","OTU9718152","OTU_97.18152|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18155","OTU9718155","OTU_97.18155|Veillonella","Veillonella","anaerobic"
"OTU_97.18157","OTU9718157","OTU_97.18157|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18158","OTU9718158","OTU_97.18158|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1816","OTU971816","OTU_97.1816|Prevotella","Prevotella","anaerobic"
"OTU_97.18163","OTU9718163","OTU_97.18163|Prevotella","Prevotella","anaerobic"
"OTU_97.18164","OTU9718164","OTU_97.18164|Veillonella","Veillonella","anaerobic"
"OTU_97.18165","OTU9718165","OTU_97.18165|Prevotella","Prevotella","anaerobic"
"OTU_97.18168","OTU9718168","OTU_97.18168|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18171","OTU9718171","OTU_97.18171|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18172","OTU9718172","OTU_97.18172|Prevotella","Prevotella","anaerobic"
"OTU_97.18175","OTU9718175","OTU_97.18175|Prevotella","Prevotella","anaerobic"
"OTU_97.18177","OTU9718177","OTU_97.18177|Neisseria","Neisseria","aerobic"
"OTU_97.18179","OTU9718179","OTU_97.18179|Treponema","Treponema","anaerobic"
"OTU_97.1818","OTU971818","OTU_97.1818|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18183","OTU9718183","OTU_97.18183|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18186","OTU9718186","OTU_97.18186|Lautropia","Lautropia","aerobic"
"OTU_97.18187","OTU9718187","OTU_97.18187|Prevotella","Prevotella","anaerobic"
"OTU_97.18189","OTU9718189","OTU_97.18189|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18192","OTU9718192","OTU_97.18192|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18194","OTU9718194","OTU_97.18194|Veillonella","Veillonella","anaerobic"
"OTU_97.18197","OTU9718197","OTU_97.18197|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18199","OTU9718199","OTU_97.18199|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.182","OTU97182","OTU_97.182|Shuttleworthia","Shuttleworthia","anaerobic"
"OTU_97.18200","OTU9718200","OTU_97.18200|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18205","OTU9718205","OTU_97.18205|Prevotella","Prevotella","anaerobic"
"OTU_97.18206","OTU9718206","OTU_97.18206|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18211","OTU9718211","OTU_97.18211|Veillonella","Veillonella","anaerobic"
"OTU_97.18213","OTU9718213","OTU_97.18213|NA",NA,NA
"OTU_97.18218","OTU9718218","OTU_97.18218|Prevotella","Prevotella","anaerobic"
"OTU_97.18219","OTU9718219","OTU_97.18219|Prevotella","Prevotella","anaerobic"
"OTU_97.18225","OTU9718225","OTU_97.18225|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18227","OTU9718227","OTU_97.18227|Veillonella","Veillonella","anaerobic"
"OTU_97.18231","OTU9718231","OTU_97.18231|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18234","OTU9718234","OTU_97.18234|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18237","OTU9718237","OTU_97.18237|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18240","OTU9718240","OTU_97.18240|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18242","OTU9718242","OTU_97.18242|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18243","OTU9718243","OTU_97.18243|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18246","OTU9718246","OTU_97.18246|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18249","OTU9718249","OTU_97.18249|Prevotella","Prevotella","anaerobic"
"OTU_97.1825","OTU971825","OTU_97.1825|NA",NA,NA
"OTU_97.18250","OTU9718250","OTU_97.18250|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18251","OTU9718251","OTU_97.18251|Lachnospira","Lachnospira",NA
"OTU_97.18252","OTU9718252","OTU_97.18252|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18254","OTU9718254","OTU_97.18254|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18255","OTU9718255","OTU_97.18255|Neisseria","Neisseria","aerobic"
"OTU_97.18259","OTU9718259","OTU_97.18259|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.18261","OTU9718261","OTU_97.18261|Dialister","Dialister","anaerobic"
"OTU_97.18268","OTU9718268","OTU_97.18268|Prevotella","Prevotella","anaerobic"
"OTU_97.18269","OTU9718269","OTU_97.18269|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18274","OTU9718274","OTU_97.18274|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18275","OTU9718275","OTU_97.18275|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18276","OTU9718276","OTU_97.18276|NA",NA,NA
"OTU_97.18279","OTU9718279","OTU_97.18279|Prevotella","Prevotella","anaerobic"
"OTU_97.18280","OTU9718280","OTU_97.18280|Prevotella","Prevotella","anaerobic"
"OTU_97.18288","OTU9718288","OTU_97.18288|Neisseria","Neisseria","aerobic"
"OTU_97.18289","OTU9718289","OTU_97.18289|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1829","OTU971829","OTU_97.1829|Flavobacterium","Flavobacterium","aerobic"
"OTU_97.18290","OTU9718290","OTU_97.18290|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.18293","OTU9718293","OTU_97.18293|Prevotella","Prevotella","anaerobic"
"OTU_97.18294","OTU9718294","OTU_97.18294|Kingella","Kingella","aerobic"
"OTU_97.18298","OTU9718298","OTU_97.18298|NA",NA,NA
"OTU_97.183","OTU97183","OTU_97.183|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18302","OTU9718302","OTU_97.18302|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1831","OTU971831","OTU_97.1831|Bacillus","Bacillus","aerobic"
"OTU_97.18313","OTU9718313","OTU_97.18313|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18314","OTU9718314","OTU_97.18314|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.18317","OTU9718317","OTU_97.18317|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1832","OTU971832","OTU_97.1832|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.18321","OTU9718321","OTU_97.18321|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18324","OTU9718324","OTU_97.18324|Prevotella","Prevotella","anaerobic"
"OTU_97.18325","OTU9718325","OTU_97.18325|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18327","OTU9718327","OTU_97.18327|NA",NA,NA
"OTU_97.18329","OTU9718329","OTU_97.18329|Selenomonas","Selenomonas","anaerobic"
"OTU_97.18333","OTU9718333","OTU_97.18333|Veillonella","Veillonella","anaerobic"
"OTU_97.18334","OTU9718334","OTU_97.18334|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18335","OTU9718335","OTU_97.18335|NA",NA,NA
"OTU_97.18336","OTU9718336","OTU_97.18336|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18339","OTU9718339","OTU_97.18339|Treponema","Treponema","anaerobic"
"OTU_97.18341","OTU9718341","OTU_97.18341|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18344","OTU9718344","OTU_97.18344|Prevotella","Prevotella","anaerobic"
"OTU_97.18345","OTU9718345","OTU_97.18345|Prevotella","Prevotella","anaerobic"
"OTU_97.18347","OTU9718347","OTU_97.18347|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.18348","OTU9718348","OTU_97.18348|Neisseria","Neisseria","aerobic"
"OTU_97.1835","OTU971835","OTU_97.1835|NA",NA,NA
"OTU_97.18354","OTU9718354","OTU_97.18354|Prevotella","Prevotella","anaerobic"
"OTU_97.18356","OTU9718356","OTU_97.18356|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18357","OTU9718357","OTU_97.18357|Prevotella","Prevotella","anaerobic"
"OTU_97.1836","OTU971836","OTU_97.1836|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18366","OTU9718366","OTU_97.18366|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18367","OTU9718367","OTU_97.18367|NA",NA,NA
"OTU_97.18368","OTU9718368","OTU_97.18368|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18371","OTU9718371","OTU_97.18371|Veillonella","Veillonella","anaerobic"
"OTU_97.18376","OTU9718376","OTU_97.18376|Prevotella","Prevotella","anaerobic"
"OTU_97.18379","OTU9718379","OTU_97.18379|Gemella","Gemella","facultative_anaerobic"
"OTU_97.1838","OTU971838","OTU_97.1838|Veillonella","Veillonella","anaerobic"
"OTU_97.18380","OTU9718380","OTU_97.18380|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18384","OTU9718384","OTU_97.18384|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18385","OTU9718385","OTU_97.18385|NA",NA,NA
"OTU_97.18387","OTU9718387","OTU_97.18387|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18388","OTU9718388","OTU_97.18388|Granulicatella","Granulicatella","anaerobic"
"OTU_97.18394","OTU9718394","OTU_97.18394|Peptostreptococcus","Peptostreptococcus","anaerobic"
"OTU_97.18395","OTU9718395","OTU_97.18395|Veillonella","Veillonella","anaerobic"
"OTU_97.184","OTU97184","OTU_97.184|NA",NA,NA
"OTU_97.18402","OTU9718402","OTU_97.18402|Oribacterium","Oribacterium","anaerobic"
"OTU_97.18405","OTU9718405","OTU_97.18405|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18407","OTU9718407","OTU_97.18407|NA",NA,NA
"OTU_97.18410","OTU9718410","OTU_97.18410|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18413","OTU9718413","OTU_97.18413|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18415","OTU9718415","OTU_97.18415|Prevotella","Prevotella","anaerobic"
"OTU_97.1842","OTU971842","OTU_97.1842|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18422","OTU9718422","OTU_97.18422|NA",NA,NA
"OTU_97.18430","OTU9718430","OTU_97.18430|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18431","OTU9718431","OTU_97.18431|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18433","OTU9718433","OTU_97.18433|NA",NA,NA
"OTU_97.18434","OTU9718434","OTU_97.18434|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18435","OTU9718435","OTU_97.18435|Prevotella","Prevotella","anaerobic"
"OTU_97.18436","OTU9718436","OTU_97.18436|Ralstonia","Ralstonia",NA
"OTU_97.18438","OTU9718438","OTU_97.18438|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18439","OTU9718439","OTU_97.18439|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18442","OTU9718442","OTU_97.18442|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18443","OTU9718443","OTU_97.18443|Prevotella","Prevotella","anaerobic"
"OTU_97.18444","OTU9718444","OTU_97.18444|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18445","OTU9718445","OTU_97.18445|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.1845","OTU971845","OTU_97.1845|Eubacterium","Eubacterium",NA
"OTU_97.18457","OTU9718457","OTU_97.18457|Prevotella","Prevotella","anaerobic"
"OTU_97.18458","OTU9718458","OTU_97.18458|Veillonella","Veillonella","anaerobic"
"OTU_97.18459","OTU9718459","OTU_97.18459|Selenomonas","Selenomonas","anaerobic"
"OTU_97.18463","OTU9718463","OTU_97.18463|Prevotella","Prevotella","anaerobic"
"OTU_97.18465","OTU9718465","OTU_97.18465|Dialister","Dialister","anaerobic"
"OTU_97.18466","OTU9718466","OTU_97.18466|Gemella","Gemella","facultative_anaerobic"
"OTU_97.18468","OTU9718468","OTU_97.18468|Prevotella","Prevotella","anaerobic"
"OTU_97.1847","OTU971847","OTU_97.1847|Prevotella","Prevotella","anaerobic"
"OTU_97.18471","OTU9718471","OTU_97.18471|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18478","OTU9718478","OTU_97.18478|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.1848","OTU971848","OTU_97.1848|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18481","OTU9718481","OTU_97.18481|NA",NA,NA
"OTU_97.18488","OTU9718488","OTU_97.18488|Prevotella","Prevotella","anaerobic"
"OTU_97.18489","OTU9718489","OTU_97.18489|Veillonella","Veillonella","anaerobic"
"OTU_97.18494","OTU9718494","OTU_97.18494|Bacteroides","Bacteroides","anaerobic"
"OTU_97.18495","OTU9718495","OTU_97.18495|Neisseria","Neisseria","aerobic"
"OTU_97.18496","OTU9718496","OTU_97.18496|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18498","OTU9718498","OTU_97.18498|Prevotella","Prevotella","anaerobic"
"OTU_97.18499","OTU9718499","OTU_97.18499|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.1850","OTU971850","OTU_97.1850|Prevotella","Prevotella","anaerobic"
"OTU_97.18500","OTU9718500","OTU_97.18500|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18503","OTU9718503","OTU_97.18503|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18510","OTU9718510","OTU_97.18510|Kingella","Kingella","aerobic"
"OTU_97.18512","OTU9718512","OTU_97.18512|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18516","OTU9718516","OTU_97.18516|Prevotella","Prevotella","anaerobic"
"OTU_97.18520","OTU9718520","OTU_97.18520|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.18522","OTU9718522","OTU_97.18522|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18525","OTU9718525","OTU_97.18525|Prevotella","Prevotella","anaerobic"
"OTU_97.18527","OTU9718527","OTU_97.18527|Prevotella","Prevotella","anaerobic"
"OTU_97.18529","OTU9718529","OTU_97.18529|NA",NA,NA
"OTU_97.18532","OTU9718532","OTU_97.18532|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18534","OTU9718534","OTU_97.18534|Prevotella","Prevotella","anaerobic"
"OTU_97.18536","OTU9718536","OTU_97.18536|Rothia","Rothia","facultative_anaerobic"
"OTU_97.18538","OTU9718538","OTU_97.18538|Prevotella","Prevotella","anaerobic"
"OTU_97.18539","OTU9718539","OTU_97.18539|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.18540","OTU9718540","OTU_97.18540|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18542","OTU9718542","OTU_97.18542|Filifactor","Filifactor","anaerobic"
"OTU_97.18545","OTU9718545","OTU_97.18545|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18547","OTU9718547","OTU_97.18547|NA",NA,NA
"OTU_97.18548","OTU9718548","OTU_97.18548|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18551","OTU9718551","OTU_97.18551|Neisseria","Neisseria","aerobic"
"OTU_97.18553","OTU9718553","OTU_97.18553|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18555","OTU9718555","OTU_97.18555|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18557","OTU9718557","OTU_97.18557|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.18558","OTU9718558","OTU_97.18558|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18564","OTU9718564","OTU_97.18564|Veillonella","Veillonella","anaerobic"
"OTU_97.18566","OTU9718566","OTU_97.18566|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.18567","OTU9718567","OTU_97.18567|Prevotella","Prevotella","anaerobic"
"OTU_97.1857","OTU971857","OTU_97.1857|Prevotella","Prevotella","anaerobic"
"OTU_97.18570","OTU9718570","OTU_97.18570|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.18575","OTU9718575","OTU_97.18575|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18576","OTU9718576","OTU_97.18576|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18577","OTU9718577","OTU_97.18577|Actinomyces","Actinomyces","anaerobic"
"OTU_97.1858","OTU971858","OTU_97.1858|Prevotella","Prevotella","anaerobic"
"OTU_97.18581","OTU9718581","OTU_97.18581|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18589","OTU9718589","OTU_97.18589|Neisseria","Neisseria","aerobic"
"OTU_97.1859","OTU971859","OTU_97.1859|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.18590","OTU9718590","OTU_97.18590|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.18593","OTU9718593","OTU_97.18593|Prevotella","Prevotella","anaerobic"
"OTU_97.18594","OTU9718594","OTU_97.18594|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18597","OTU9718597","OTU_97.18597|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18598","OTU9718598","OTU_97.18598|Prevotella","Prevotella","anaerobic"
"OTU_97.186","OTU97186","OTU_97.186|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.18601","OTU9718601","OTU_97.18601|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18603","OTU9718603","OTU_97.18603|Selenomonas","Selenomonas","anaerobic"
"OTU_97.18605","OTU9718605","OTU_97.18605|Neisseria","Neisseria","aerobic"
"OTU_97.18606","OTU9718606","OTU_97.18606|Dialister","Dialister","anaerobic"
"OTU_97.18609","OTU9718609","OTU_97.18609|NA",NA,NA
"OTU_97.1861","OTU971861","OTU_97.1861|Prevotella","Prevotella","anaerobic"
"OTU_97.18613","OTU9718613","OTU_97.18613|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18619","OTU9718619","OTU_97.18619|NA",NA,NA
"OTU_97.18621","OTU9718621","OTU_97.18621|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18624","OTU9718624","OTU_97.18624|Moryella","Moryella",NA
"OTU_97.18626","OTU9718626","OTU_97.18626|Prevotella","Prevotella","anaerobic"
"OTU_97.18627","OTU9718627","OTU_97.18627|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.1863","OTU971863","OTU_97.1863|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.18630","OTU9718630","OTU_97.18630|Neisseria","Neisseria","aerobic"
"OTU_97.18631","OTU9718631","OTU_97.18631|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.18633","OTU9718633","OTU_97.18633|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18634","OTU9718634","OTU_97.18634|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.18636","OTU9718636","OTU_97.18636|Actinomyces","Actinomyces","anaerobic"
"OTU_97.18640","OTU9718640","OTU_97.18640|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18642","OTU9718642","OTU_97.18642|Prevotella","Prevotella","anaerobic"
"OTU_97.18645","OTU9718645","OTU_97.18645|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.18646","OTU9718646","OTU_97.18646|Veillonella","Veillonella","anaerobic"
