body_subsite	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque
OTU9739913	0	0	0	0	0	0	0	0	0	0	673.400673400673	0	420.168067226891	0	1133.78684807256	0	0	0	0	0	601.865783930184	315.109500551442	292.782901478554	886.524822695035	3524.85019386676	384.837406195882	0	1790.5102954342	2629.98179243374	2936.57008613939	919.963201471941	262.329485834208	1070.66381156317	473.372781065089	222.518914107699	0	938.967136150235	0	0	0	1833.60073344029	0	150.240384615385	0	949.367088607595	0	0	0	0	0	526.454330086865	0	0	0	0	0	4645.76074332172	0	0	0	67193.6758893281	8763.38851022395	0	0	0	0	20023.5571260306	10515.247108307	3739.7157816006	2534.85424588086	17632.241813602	0	10538.6416861827	717.617509867241	838.926174496644	0	0	0	444.148345547413	0	0	450.856627592426	1533.74233128834	0	477.783086478739	0	0	0	3384.09475465313	0	0	0	442.02151171357	0	0	0	375.234521575985	290.360046457607	2491.37600613262	0	0	0	573.065902578797	0	0	0	818.702810879651	0	0	0	0	0	311.284046692607	0	16186.7704280156	430.10752688172	0	0	0	0	0	0	1391.86295503212	499.001996007984	0	0	0	0	0	226.91173133651	2109.70464135021	0	0	127.828198900678	0	0	81.2083807048887	0	239.923224568138	807.917592405575	0	0	443.557329784875	0	0	0	0	0	1651.52766308836	264.270613107822	0	0	0	0	0	0	0	146.09203798393	0	0	0	0	0	0	0	0	0	454.75216007276	0	0	0	0	0	0	301.159463936154	0	0	266.880170803309	713.775874375446	0	0	0	0	0	0	0	331.455087835598	535.618639528656	205.044084478163	0	0	0	0	241.662638956017	0	0	0	0	0	0	0	0	0	0	0	208.289939595918	0	0	447.527411053927	0	0	0	0	0	0	0	317.965023847377	0	0	0	1828.15356489945	0	0	0	4742.54742547425	496.524329692155	0	0	10567.296996663	0
OTU9739977	115.874855156431	0	0	0	0	0	0	0	77.5133710565072	0	0	0	0	395.882818685669	0	0	602.591141910214	0	575.871004894904	0	0	0	0	0	0	0	195.007800312012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.3707030575229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.798449612403	0	222.074172773706	269.360269360269	0	0	0	0	0	0	0	0	0	0	0	0	0	74.5767767917071	0	0	0	0	574.932924492143	69.3818080899188	0	0	0	0	320.872773945131	142.918393597256	0	0	332.944897619444	183.183733284484	0	127.356087620988	0	0	0	0	0	199.52114924182	0	0	0	0	0	0	0	138.026224982747	389.408099688473	0	0	0	0	0	0	0	0	168.662506324844	0	0	0	0	0	0	0	0	0	205.423171733772	316.255534471853	0	0	0	0	198.550580760449	0	254.258835494533	0	159.362549800797	0	0	0	0	0	0	0	0	0	0	0	303.168106715174	0	160.978750804894	180.995475113122	0	489.596083231334	0	0	0	0	266.880170803309	0	0	0	152.532031726663	0	0	0	131.268049356787	165.727543917799	267.809319764328	0	0	0	0	0	0	0	170.852554245686	1029.23013585838	654.878847413229	0	754.147812971342	360.68530207394	433.839479392625	0	0	0	0	0	0	223.763705526964	229.147571035747	588.004704037632	403.307118370639	0	0	402.576489533011	204.457166223676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU973998	4519.11935110081	7734.61670677209	436.205016357688	0	412.371134020619	0	200	0	77.5133710565072	1019.62783583992	0	0	0	0	377.928949357521	0	0	0	0	0	0	0	146.391450739277	147.754137115839	0	0	0	0	0	0	689.972401103956	524.658971668416	0	1893.49112426036	0	213.766566908935	0	0	179.533213644524	0	0	0	751.201923076923	1430.61516452074	0	0	1263.02494474266	519.165873496582	281.214848143982	201.67389331451	0	86.3707030575229	0	0	0	0	0	0	0	414.593698175788	0	0	0	0	0	285.795941697628	0	1752.54118471784	0	0	0	979.431929480901	0	1435.23501973448	0	0	1550.38759689922	1733.6247832969	0	269.360269360269	0	225.428313796213	0	0	238.891543239369	289.855072463768	0	0	0	0	0	0	736.702519522617	522.037437541949	0	0	0	2322.88037166086	383.288616328095	693.818080899188	0	0	0	0	0	0	0	0	499.417346429166	915.918666422422	219.97360316762	254.712175241977	0	1003.41159943809	0	0	670.915800067092	399.042298483639	0	0	157.604412923562	758.643112604313	0	0	0	0	1557.63239875389	1605.53291342473	4874.65181058496	907.64692534604	0	0	1459.24536168439	511.31279560271	0	337.325012649688	162.416761409777	0	0	0	1415.53947782321	838.785438684784	665.335994677312	0	1123.34306897326	1027.11585866886	316.255534471853	90.0900900900901	412.881915772089	792.811839323467	75.5972180223768	198.550580760449	0	508.517670989067	446.627958910228	478.08764940239	0	0	0	0	179.05102954342	0	985.059924478739	687.379708551004	297.796307325789	330.03300330033	0	151.584053357587	0	2414.68126207341	0	0	0	237.529691211401	301.159463936154	312.061163988142	1261.03404791929	266.880170803309	0	365.764447695684	0	0	0	0	5088.13374522987	1706.48464163823	1325.82035134239	1071.23727905731	0	0	498.13200498132	800.854244527496	0	2658.28902851619	0	0	0	218.292949137743	0	251.382604323781	541.027953110911	0	0	0	731.885825811174	0	301.750150875075	578.452639190166	223.763705526964	0	196.001568012544	0	339.847068819031	0	603.864734299517	0	635.930047694754	245.218244237371	75.3749905781262	225.479143179256	0	0	544.069640914037	355.366027007818	0	0	0	0	0	0
OTU9739982	0	0	0	0	412.371134020619	0	3200	8228.98032200358	155.026742113014	0	4713.80471380471	1906.77966101695	17226.8907563025	395.882818685669	17762.6606198035	267.308206361935	0	0	0	0	902.798675895275	3308.64975579014	878.348704435661	295.508274231678	9693.33803313359	1154.51221858765	8970.35881435257	4923.90331244405	6473.80133522153	3719.65544244323	34958.6016559338	16526.7576075551	6691.64882226981	5207.10059171598	222.518914107699	0	4225.35211267606	384.467512495194	179.533213644524	444.444444444444	27733.2110932844	0	1352.16346153846	0	1265.82278481013	0	789.390590464162	865.276455827637	0	0	2369.04448539089	777.336327517706	0	0	2012.07243460765	0	18583.0429732869	0	1853.56811862836	0	176548.089591568	27263.8753651412	1308.90052356021	246.487552378605	409.50040950041	0	48292.1083627797	27339.6424815983	18698.578908003	6337.13561470215	54156.1712846348	979.431929480901	3512.88056206089	6817.36634373879	0	0	387.596899224806	75.3749905781262	2886.96424605818	0	0	5410.27953110911	12269.9386503067	0	0	0	11607.1428571429	423.370025402202	21996.6159052453	0	647.668393782383	0	515.691763665832	0	797.448165869219	0	0	290.360046457607	3832.88616328095	0	0	0	0	0	160.436386972565	0	1182.57072682616	0	0	0	0	0	3735.40856031128	0	13540.8560311284	322.58064516129	3354.57900033546	0	3170.57704502219	0	0	0	2462.52676659529	249.500998003992	213.037920749893	0	0	0	174.094707520891	226.91173133651	101265.82278481	0	0	0	182.515057492243	0	4060.41903524444	186.915887850467	3598.84836852207	2019.79398101394	471.846492607738	167.757087736957	665.335994677312	0	0	0	948.76660341556	0	12386.4574731627	1585.62367864693	377.986090111884	99.2752903802244	0	0	0	0	235.128144838937	0	0	0	0	0	1805.94319487769	412.427825130602	5062.53722453842	330.03300330033	435.161009573542	2880.09701379415	0	0	1447.96380090498	163.639338897071	0	0	18521.3070320735	156.030581994071	315.258511979823	0	2498.21556031406	0	0	0	617.474529175671	0	181.719062329638	0	9446.47000331455	1339.04659882164	3690.79352060693	218.054949847362	0	0	355.871886120996	5558.2406959884	2411.29865656218	0	0	0	0	0	2885.48241659152	0	827.814569536424	0	243.961941937058	0	1056.12552806276	0	671.291116580891	0	784.006272050176	1008.2677959266	679.694137638063	221.778664892437	0	0	317.965023847377	0	150.749981156252	225.479143179256	10968.9213893967	0	544.069640914037	284.292821606254	13550.135501355	993.04865938431	0	0	3893.21468298109	0
OTU973999	0	0	0	0	0	0	0	0	0	0	0	0	0	395.882818685669	0	0	0	0	575.871004894904	230.680507497117	0	157.554750275721	0	0	0	192.418703097941	0	0	0	391.542678151919	229.990800367985	0	0	0	445.037828215398	641.299700726806	0	0	0	444.444444444444	0	0	0	0	949.367088607595	528.960592435864	0	0	140.607424071991	605.021679943531	263.227165043432	0	0	0	0	0	0	0	0	0	0	0	0	246.487552378605	0	0	0	0	2991.77262528048	1267.42712294043	0	979.431929480901	0	358.80875493362	0	0	0	0	0	0	0	2028.85482416592	0	0	1194.45771619685	0	0	423.370025402202	5076.1421319797	1451.37880986938	129.533678756477	2673.79679144385	0	0	0	0	0	0	191.644308164048	0	0	0	0	0	0	0	90.9669789866279	0	0	0	0	0	0	0	0	107.52688172043	335.457900033546	2593.77494014366	0	0	0	0	107.066381156317	166.333998669328	0	0	0	0	0	0	0	0	0	255.656397801355	1095.09034495346	674.650025299376	0	0	0	201.979398101394	0	0	0	202.224469160768	224.668613794653	0	0	90.0900900900901	0	528.541226215645	75.5972180223768	0	0	0	0	0	0	0	831.255195344971	896.53935807782	179.05102954342	949.281258475726	0	0	297.796307325789	0	145.053669857847	151.584053357587	1402.19677494742	4024.46877012234	0	0	0	0	0	0	0	0	0	0	0	0	926.211793763507	2190.58050383352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.919739696312	1241.72185430464	0	0	0	0	0	0	0	0	0	679.694137638063	887.114659569749	201.288244766506	0	317.965023847377	0	150.749981156252	225.479143179256	1828.15356489945	0	0	0	0	0	0	0	0	0
OTU9740005	0	0	654.307524536532	636.334712058543	824.742268041237	1337.79264214047	200	0	77.5133710565072	0	673.400673400673	1059.32203389831	0	0	188.96447467876	267.308206361935	301.295570955107	455.166135639508	575.871004894904	692.041522491349	902.798675895275	157.554750275721	731.957253696384	295.508274231678	0	384.837406195882	0	0	0	391.542678151919	459.981600735971	262.329485834208	535.331905781585	473.372781065089	0	0	704.225352112676	384.467512495194	897.666068222621	1333.33333333333	4354.8017419207	1610.30595813205	2403.84615384615	408.74718986307	632.911392405063	1322.40148108966	0	0	0	0	0	86.3707030575229	0	0	0	0	0	0	0	414.593698175788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.798449612403	0	444.148345547413	0	1980.19801980198	0	0	0	0	0	0	0	0	0	0	0	736.702519522617	1864.41941979268	0	0	0	0	0	138.763616179838	0	0	0	0	0	0	0	0	0	0	219.97360316762	0	0	200.682319887618	0	107.52688172043	503.186850050319	598.563447725459	0	0	157.604412923562	325.132762544706	0	0	0	0	194.704049844237	123.502531801902	0	0	0	0	0	0	182.515057492243	0	162.416761409777	280.373831775701	0	403.958796202787	0	0	221.778664892437	0	0	0	105.418511490618	0	0	0	75.5972180223768	0	0	0	669.941938365342	0	940.512579355749	146.09203798393	665.004156275977	179.307871615564	179.05102954342	271.22321670735	0	137.475941710201	297.796307325789	0	145.053669857847	0	0	0	0	0	0	0	752.898659840385	0	315.258511979823	0	0	0	0	152.532031726663	0	0	0	131.268049356787	0	0	0	0	0	0	1067.61565836299	0	0	0	0	0	0	0	180.34265103697	0	0	518.403317781234	0	208.289939595918	0	0	223.763705526964	0	0	0	0	0	0	0	0	0	527.624934046883	225.479143179256	0	0	0	0	0	0	0	0	0	0
OTU9740033	0	0	0	0	412.371134020619	0	800	0	1395.24067901713	1019.62783583992	1346.80134680135	635.593220338983	0	791.765637371338	566.893424036281	534.616412723871	0	0	0	0	0	157.554750275721	292.782901478554	147.754137115839	0	192.418703097941	585.023400936037	1342.88272157565	0	391.542678151919	459.981600735971	786.988457502623	0	0	222.518914107699	213.766566908935	234.741784037559	0	897.666068222621	0	0	0	0	0	0	528.960592435864	0	0	0	302.510839971766	0	0	0	0	0	0	0	0	0	414.593698175788	0	486.854917234664	0	739.462657135815	409.50040950041	0	0	0	0	0	0	0	0	717.617509867241	0	0	387.596899224806	1356.74983040627	222.074172773706	134.680134680135	0	0	0	0	238.891543239369	579.710144927536	0	0	0	0	0	0	0	0	0	0	0	0	0	138.763616179838	0	0	0	0	0	285.836787194512	0	0	166.472448809722	0	0	127.356087620988	622.568093385214	0	0	107.52688172043	838.644750083864	399.042298483639	0	371.47102526003	157.604412923562	325.132762544706	0	0	852.151682999574	276.052449965493	0	123.502531801902	0	0	0	0	208.463623097769	0	0	0	730.875426343999	654.205607476636	0	201.979398101394	0	0	0	0	449.337227589306	0	527.092557453089	540.540540540541	0	0	0	0	0	0	0	0	0	0	0	179.307871615564	0	0	0	0	0	0	0	0	0	0	0	163.639338897071	244.798041615667	0	0	0	0	0	0	0	497.141436738752	0	0	0	181.719062329638	262.536098713573	0	0	205.044084478163	0	0	0	0	0	0	0	0	0	0	0	360.68530207394	0	0	0	0	624.869818787753	603.500301750151	0	223.763705526964	0	0	0	0	0	0	408.914332447352	317.965023847377	245.218244237371	150.749981156252	0	0	0	0	426.439232409382	0	0	0	0	0	0
OTU9740036	0	0	0	0	0	0	0	0	155.026742113014	1274.5347947999	0	847.457627118644	0	0	188.96447467876	0	0	0	575.871004894904	230.680507497117	300.932891965092	315.109500551442	0	0	0	0	0	0	0	0	0	262.329485834208	267.665952890792	0	0	0	1643.19248826291	768.935024990388	0	0	229.200091680037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.761528326746	0	0	0	0	0	0	0	0	0	0	0	0	358.80875493362	0	123.319768158836	0	0	0	0	0	0	0	0	0	289.855072463768	0	0	0	1451.37880986938	0	0	73.6702519522617	0	0	0	0	290.360046457607	0	0	0	0	0	0	160.436386972565	0	272.900936959884	0	0	0	439.94720633524	127.356087620988	0	0	0	0	0	0	0	0	0	108.377587514902	107.066381156317	83.166999334664	0	138.026224982747	194.704049844237	123.502531801902	0	0	0	0	0	0	0	0	243.625142114666	186.915887850467	0	201.979398101394	0	0	0	202.224469160768	224.668613794653	0	0	0	0	0	226.79165406713	496.376451901122	0	254.258835494533	0	0	0	0	0	179.307871615564	0	0	0	0	0	0	290.107339715695	0	0	160.978750804894	1085.97285067873	490.918016691213	0	0	0	156.030581994071	0	0	0	0	0	0	0	0	0	0	0	0	0	218.054949847362	0	0	0	0	0	0	0	0	0	0	0	216.919739696312	0	0	0	0	0	0	1118.81852763482	3666.36113657195	392.003136025088	403.307118370639	0	0	0	204.457166223676	0	0	150.749981156252	225.479143179256	0	0	1224.15669205658	284.292821606254	0	0	0	0	0	0
OTU9740059	2433.37195828505	687.521485046408	1962.9225736096	8272.35125676106	4536.0824742268	17837.2352285396	3800	3220.03577817531	0	0	1346.80134680135	635.593220338983	420.168067226891	26524.1488519398	6613.75661375661	3475.00668270516	301.295570955107	4096.49522075558	0	0	1805.59735179055	1575.54750275721	10832.9673547065	6944.44444444444	0	0	0	447.62757385855	0	0	2299.90800367985	6033.57817418678	267.665952890792	710.059171597633	0	213.766566908935	469.483568075117	384.467512495194	1615.79892280072	0	229.200091680037	6038.64734299517	150.240384615385	1226.24156958921	0	528.960592435864	0	173.055291165527	0	302.510839971766	0	1641.04335809293	273.522975929978	0	0	274.01013837512	0	0	0	1243.78109452736	0	1460.56475170399	0	0	0	857.387825092884	0	350.508236943568	0	0	0	0	0	0	838.926174496644	246.639536317672	193.798449612403	452.249943468757	5551.85431934266	4444.44444444444	0	2479.71145175834	0	0	238.891543239369	1159.42028985507	0	2116.85012701101	0	0	129.533678756477	0	0	0	0	682.59385665529	0	0	1341.51015714833	4162.90848539513	0	0	573.065902578797	0	7059.20102679288	4287.55180791768	0	0	0	0	47294.3246810383	47249.1085073866	2957.19844357977	1806.14087898856	0	0	0	199.52114924182	0	0	1260.8353033885	1408.90863769373	0	0	426.075841499787	1380.26224982747	4088.78504672897	4940.10127207608	3481.89415041783	4765.14635806671	0	0	4169.27246195539	383.484596702032	0	0	1380.54247198311	3644.85981308411	0	0	10852.469329978	28686.4620030196	443.557329784875	1415.57128412538	0	0	527.092557453089	360.36036036036	0	528.541226215645	1285.15270638041	8736.22555345974	0	254.258835494533	5806.16346583296	8764.94023904382	0	0	0	717.231486462256	358.10205908684	271.22321670735	26432.4413068462	10448.1715699753	595.592614651578	330.03300330033	1450.53669857847	1212.67242686069	0	0	2895.92760180995	2781.8687612502	13708.6903304774	9976.24703087886	150.579731968077	156.030581994071	945.77553593947	800.640512409928	0	2194.5866861741	994.282873477504	457.596095179988	0	0	0	0	497.182631753397	2410.28387787895	0	0	0	0	355.871886120996	0	1377.88494660696	4954.72407312489	617.538081515027	218.292949137743	4036.69724770642	3267.97385620915	901.713255184851	433.839479392625	1655.62913907285	3369.62156557802	2439.61941937058	624.869818787753	603.500301750151	1012.29211858279	0	0	0	0	339.847068819031	443.557329784875	0	1022.28583111838	2225.75516693164	3433.0554193232	11381.6235772971	10597.519729425	0	0	0	284.292821606254	0	0	0	0	0	0
OTU9740065	0	0	218.102508178844	0	824.742268041237	0	1000	715.563506261181	0	0	1346.80134680135	7627.1186440678	0	395.882818685669	2267.57369614512	0	2711.66013859596	4096.49522075558	0	0	601.865783930184	315.109500551442	585.565802957107	443.262411347518	176.242509693338	0	975.039001560062	447.62757385855	0	195.771339075959	229.990800367985	0	535.331905781585	473.372781065089	0	0	0	0	0	444.444444444444	229.200091680037	805.152979066023	0	0	0	264.480296217932	157.878118092832	173.055291165527	0	0	0	172.741406115046	0	0	0	0	0	0	0	0	2635.04611330698	486.854917234664	2617.80104712042	1971.90041902884	0	0	2355.71260306243	350.508236943568	0	3802.28136882129	1259.44584382872	0	0	0	838.926174496644	0	0	0	4219.40928270042	134.680134680135	0	0	0	1240.69478908189	0	289.855072463768	0	0	0	2902.75761973875	0	0	0	0	2392.34449760766	682.59385665529	0	0	191.644308164048	416.290848539513	2096.43605870021	0	0	0	1123.05470880796	285.836787194512	1273.53770581279	402.090872537193	0	0	0	0	0	0	933.852140077821	1505.37634408602	0	399.042298483639	3804.69245402663	371.47102526003	0	0	749.464668094218	1081.17099135063	0	138.026224982747	778.816199376947	0	0	0	0	0	0	0	1277.6054024457	168.662506324844	162.416761409777	0	0	807.917592405575	157.282164202579	0	4879.13062763362	4853.38725985844	0	0	10120.1771030993	810.810810810811	0	0	0	0	0	0	223.313979455114	0	0	146.09203798393	2826.2676641729	2151.69445938677	3581.0205908684	3661.51342554923	1313.41323263832	1237.28347539181	0	660.06600660066	0	0	0	0	180.995475113122	0	0	0	0	0	0	0	3925.76730906495	5120.70226773958	0	0	308.737264587836	547.645125958379	0	0	165.727543917799	0	615.132253434488	1526.38464893153	0	266.951414842499	0	966.65055582407	0	0	823.384108686702	654.878847413229	366.97247706422	0	0	0	827.814569536424	0	0	624.869818787753	301.750150875075	144.613159797542	0	0	392.003136025088	1814.88203266788	509.770603228547	443.557329784875	201.288244766506	0	0	0	1432.1248209844	1127.39571589628	0	0	0	0	0	0	0	0	1112.34705228031	0
OTU9740084	2085.74739281576	11515.9848745273	1962.9225736096	0	412.371134020619	0	0	0	0	0	4040.40404040404	1694.91525423729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19500.7800312012	17009.8478066249	1416.14404207971	1174.62803445576	0	0	2944.32548179872	710.059171597633	0	0	234.741784037559	0	1256.73249551167	888.888888888889	0	0	0	0	0	793.440888653795	0	173.055291165527	0	0	0	172.741406115046	0	0	0	0	0	707.714083510262	0	0	0	0	0	246.487552378605	0	0	0	0	0	0	0	0	0	2152.85252960172	0	0	0	0	0	269.360269360269	0	0	0	0	2388.91543239369	16811.5942028986	0	0	0	0	0	0	73.6702519522617	0	0	0	0	0	0	0	0	3181.3361611877	0	0	481.309160917696	142.918393597256	0	0	0	0	219.97360316762	127.356087620988	26614.7859922179	2608.87015853903	0	107.52688172043	0	0	2536.46163601776	7429.42050520059	0	0	107.066381156317	0	213.037920749893	276.052449965493	194.704049844237	370.507595405706	174.094707520891	0	0	0	0	0	0	168.662506324844	0	0	0	0	314.564328405159	0	0	0	0	0	2530.04427577483	10990.990990991	0	0	1360.74992440278	9828.25374764221	0	24154.5893719807	0	0	0	0	6816.29260182876	358.615743231128	0	0	0	0	297.796307325789	660.06600660066	6382.36147374529	1667.42458693345	0	1931.74500965873	41809.9547511312	94419.8985436099	0	237.529691211401	602.318927872308	936.183491964425	0	0	0	0	0	0	0	0	181.719062329638	393.80414807036	0	0	0	0	2988.79202988792	2402.56273358249	0	0	1377.88494660696	0	1029.23013585838	0	917.431192660551	251.382604323781	180.34265103697	216.919739696312	11589.4039735099	13478.4862623121	975.847767748231	208.289939595918	0	0	0	0	0	0	169.923534409516	221.778664892437	1006.44122383253	4702.51482314455	0	0	0	0	0	0	0	0	677.506775067751	2979.14597815293	0	0	556.173526140156	4325.25951557094
OTU9740123	0	0	218.102508178844	159.083678014636	412.371134020619	0	800	715.563506261181	1395.24067901713	0	0	0	0	0	0	0	0	0	0	0	1805.59735179055	787.773751378604	731.957253696384	295.508274231678	0	0	0	0	0	0	9659.61361545538	4197.27177334732	0	0	445.037828215398	213.766566908935	0	0	897.666068222621	888.888888888889	0	0	0	0	316.455696202532	0	0	259.582936748291	0	0	0	0	0	0	0	0	1161.44018583043	0	0	0	658.761528326746	973.709834469328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240.69478908189	4300.04777830865	0	0	0	0	0	2979.27461139896	0	0	0	0	0	750.46904315197	0	0	0	0	0	0	0	0	142.918393597256	0	0	0	0	0	0	0	0	778.210116731518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959.692898272553	605.938194304181	0	0	665.335994677312	0	0	0	0	0	0	0	0	0	0	0	669.941938365342	0	0	0	0	0	0	0	0	0	297.796307325789	0	0	0	233.699462491236	160.978750804894	0	0	0	0	0	0	0	0	0	0	745.712155108128	0	308.737264587836	0	545.157186988915	262.536098713573	1657.27543917799	267.809319764328	615.132253434488	0	0	0	0	483.325277912035	344.47123665174	0	0	218.292949137743	0	0	0	0	0	259.201658890617	0	0	0	0	0	0	0	0	509.770603228547	0	3019.32367149758	817.828664894705	1589.82511923688	0	0	0	0	0	0	0	6097.56097560976	0	0	0	0	0
